DEALER_ORDER_ID,DEALER_ID,DEALER_ORDER_NO,CREATE_BY,CREATE_DATE,UPDATE_BY,UPDATE_DATE,REPAIR_TYPE,ORDER_STATUS,ORDER_CREATE_DATE,ORDER_LAST_BALANCE_DATE,VIN,CUST_NAME,CUST_EMAIL,DELIVERER,DELEVERER_MOBILE,POWER_MILEAGE,TOTAL_MILEAGE,CREATE_CLAIM_FLAG,CLAIM_NO,ACTIVITY_FLAG,ACTIVITY_CODE,TROUBLE_DESC,DELIVER_PROBLEM,CHECK_RESULT,IS_SECSTORE,SECSTORE_ID
20.0,14.0,41.0,9999999999,2024-04-30,9999999988,2024-06-15,Warranty,Completed,2024-04-30,2024-06-15,FDQ-7X88,Sra. Isabelly Montenegro,joao-guilhermerodrigues@example.org,Aylla Duarte,+55 81 4221 7327,24834.0,5137.0,Y,a780be30-40a8-48e6-a8ba-f37b16b90b1a,N,,,,,N,
21.0,7.0,25.0,9999999999,2024-03-17,9999999988,2024-05-17,Non-Warranty,Completed,2024-03-17,2024-05-17,BWM-7C36,Maria Flor Costela,santosravy@example.org,Esther Teixeira,61 2961-2212,9492.0,92650.0,Y,cee3801b-d5c1-4712-b47e-1a8a6f4e3c88,N,,,,,N,
22.0,31.0,46.0,9999999999,2024-03-18,9999999988,2024-03-24,Non-Warranty,Completed,2024-03-18,2024-03-24,UKI-8Z71,Eloá Vasconcelos,fariasbella@example.net,João Guilherme Cunha,+55 31 3054 9328,41288.0,78339.0,N,,Y,3ed9bd67-2ece-41f4-880f-b66c819becca,,,,N,
23.0,35.0,106.0,9999999999,2024-06-04,9999999988,2024-07-09,Non-Warranty,Pending,2024-06-04,2024-07-09,HET-0R51,Sra. Jade Camargo,maria-fernanda80@example.net,Srta. Aylla Pires,51 7546 9709,23329.0,25804.0,N,,N,,,,,N,
24.0,15.0,43.0,9999999999,2024-03-21,9999999988,2024-07-06,Non-Warranty,In Progress,2024-03-21,2024-07-06,UMY-4K55,Léo Caldeira,fariasana-livia@example.com,Dr. Rael Machado,21 6403-8208,38839.0,50986.0,Y,cd8eb91f-9dd9-4402-847a-27daa318c90d,Y,d9b94528-24ce-4c21-94e5-672e5c0e3bda,,,,Y,0aed1ee8-9262-4075-bc84-6233740d3108
25.0,40.0,66.0,9999999999,2024-02-20,9999999988,2024-04-21,Warranty,In Progress,2024-02-20,2024-04-21,GQH-2W20,Kaique Cunha,davi-luizda-rosa@example.com,Rafael Montenegro,0900 996 9540,1851.0,56320.0,N,,N,,,,,N,
26.0,16.0,65.0,9999999999,2024-04-12,9999999988,2024-06-21,Non-Warranty,In Progress,2024-04-12,2024-06-21,PQS-6L56,Lavínia Cardoso,samuel73@example.net,Letícia Castro,0500-913-4954,6163.0,34732.0,Y,0dde9472-abdb-440a-85bc-e3982e9b7269,Y,1eccde40-bbe7-4875-9370-b932aabd48b3,,,,N,
27.0,29.0,44.0,9999999999,2024-04-09,9999999988,2024-06-12,Non-Warranty,Pending,2024-04-09,2024-06-12,LKP-6M64,Sra. Esther Teixeira,lorenzo04@example.net,Otávio Borges,+55 41 0545-6034,42314.0,88153.0,Y,5690cc5a-dd64-4f31-9fc4-2ca78258a4ed,N,,,,,N,
28.0,22.0,27.0,9999999999,2024-05-02,9999999988,2024-07-20,Non-Warranty,In Progress,2024-05-02,2024-07-20,ZSX-4X31,Elisa Rezende,andradejoao-guilherme@example.com,Maitê Vieira,0500 270 2574,16470.0,67929.0,Y,a94874fd-570e-4953-acae-1a6b7d41fa47,Y,efc316f6-4d47-49b2-b4b5-39cfdaeec24b,,,,Y,3a6d8ddb-9b59-4ba0-93e0-6e56ae87da41
29.0,44.0,109.0,9999999999,2024-01-13,9999999988,2024-01-28,Warranty,Pending,2024-01-13,2024-01-28,EFX-5W19,Rafael Sousa,maria-alicerios@example.net,Rodrigo Pacheco,+55 (031) 0336-2338,39882.0,44409.0,Y,16011981-5e0c-4ba9-8b7c-373de96dd9f7,Y,808f8e58-76a0-4c56-bbfa-78a527ee1a50,,,,N,
30.0,18.0,85.0,9999999999,2024-07-12,9999999988,2024-07-19,Non-Warranty,Completed,2024-07-12,2024-07-19,MJF-8V47,André Caldeira,imoreira@example.net,Murilo Siqueira,+55 (071) 4699 2913,37968.0,24218.0,Y,042e3cc3-f9f6-4e75-9af9-029807dd559a,N,,,,,N,
31.0,8.0,70.0,9999999999,2024-05-19,9999999988,2024-06-24,Non-Warranty,Completed,2024-05-19,2024-06-24,DRL-1W32,Agatha Sampaio,lgarcia@example.org,Vitor Gabriel Rodrigues,+55 51 4779 9508,14572.0,49798.0,N,,N,,,,,Y,78fb2399-8bfb-4023-bf7c-3874939f3977
32.0,34.0,89.0,9999999999,2024-03-06,9999999988,2024-06-16,Warranty,Completed,2024-03-06,2024-06-16,VXZ-6W15,Milena da Paz,isabelda-mota@example.org,Aurora da Conceição,51 1400 6672,40251.0,10621.0,N,,N,,,,,N,
33.0,47.0,117.0,9999999999,2024-01-09,9999999988,2024-02-21,Non-Warranty,Completed,2024-01-09,2024-02-21,ZRF-9J77,Bento Vieira,da-conceicaoaugusto@example.net,Sofia Casa Grande,(051) 9285-7855,10003.0,5998.0,N,,N,,,,,N,
34.0,3.0,111.0,9999999999,2024-07-18,9999999988,2024-07-21,Non-Warranty,In Progress,2024-07-18,2024-07-21,QRI-1F49,André Correia,icardoso@example.org,Ana Liz Casa Grande,(071) 7106 1681,43201.0,31601.0,Y,99341870-baea-43f1-b35b-9cda0ed52be4,N,,,,,N,
35.0,9.0,97.0,9999999999,2024-02-16,9999999988,2024-06-02,Warranty,In Progress,2024-02-16,2024-06-02,URG-0S09,Anna Liz Montenegro,brenda58@example.org,Renan Aragão,+55 (081) 0487 3266,4468.0,735.0,Y,a4eca896-ca08-48cb-82a3-c0597679bce3,N,,,,,N,
36.0,6.0,67.0,9999999999,2024-01-27,9999999988,2024-03-06,Non-Warranty,Pending,2024-01-27,2024-03-06,WYK-6R10,Dr. Davi Luiz das Neves,peixotomathias@example.com,Maria Sophia Pereira,+55 (021) 4132-4942,25379.0,98288.0,Y,6d702973-67e1-44b6-bf8f-dc3296e908fe,Y,f25e84d5-8550-40aa-9c9e-de9a855aaeeb,,,,N,
37.0,9.0,73.0,9999999999,2024-01-07,9999999988,2024-05-12,Non-Warranty,Completed,2024-01-07,2024-05-12,ORJ-5E57,Helena Rezende,caua19@example.org,Cecilia Lopes,0300 544 0928,27254.0,15516.0,Y,4dd21ee9-b276-40f7-b069-daa5365b76bf,Y,563e5841-55c6-40f4-a983-d564a21d3b6d,,,,Y,7dbc739a-d435-41f6-ab85-1820c205fd4d
38.0,25.0,111.0,9999999999,2024-02-23,9999999988,2024-07-05,Non-Warranty,Completed,2024-02-23,2024-07-05,DHY-1H82,Sr. Luiz Otávio Sousa,barbosasarah@example.org,Dr. Caleb da Mata,+55 31 5321 2031,37852.0,67084.0,Y,17c01d6c-0c5f-4d23-b9e4-8fbff467291f,N,,,,,Y,496990e2-b4cb-4641-aab4-06dbe031ef1d
39.0,41.0,103.0,9999999999,2024-04-09,9999999988,2024-04-22,Warranty,Pending,2024-04-09,2024-04-22,HWB-2C26,Gabriel Farias,montenegromiguel@example.net,Heloisa Moraes,(061) 9692-1066,6355.0,33415.0,N,,N,,,,,Y,2624e9ab-411e-4188-b698-2958e7978dea
40.0,14.0,116.0,9999999999,2024-02-19,9999999988,2024-04-12,Non-Warranty,Pending,2024-02-19,2024-04-12,NDX-2R76,Dr. José Peixoto,isabelavieira@example.com,Catarina Machado,(011) 2353-0687,34085.0,46080.0,Y,eeadde9b-426a-4672-9ead-10959378c701,Y,e11a999f-042c-42d2-82bd-a3f8d60f512c,,,,N,
41.0,1.0,27.0,9999999999,2024-03-26,9999999988,2024-07-02,Non-Warranty,Pending,2024-03-26,2024-07-02,TGK-7I14,Manuella Silva,aparecidahellena@example.com,Mathias Garcia,+55 84 1846 7350,46311.0,65631.0,Y,5f2748df-aab2-42ff-a157-27ac864a4198,Y,6a3bcce3-4a46-44ca-83b6-34c6aad81e33,,,,Y,566c47d7-96fd-4559-83f0-694459828e3c
42.0,18.0,20.0,9999999999,2024-02-27,9999999988,2024-04-20,Non-Warranty,In Progress,2024-02-27,2024-04-20,MSR-3D62,Dra. Maria Costela,pastorheloisa@example.org,Otávio Fogaça,0300 895 5839,6757.0,71351.0,N,,N,,,,,N,
43.0,33.0,98.0,9999999999,2024-03-06,9999999988,2024-03-17,Warranty,Completed,2024-03-06,2024-03-17,NYP-8N52,Fernando Peixoto,barbaranunes@example.org,Anthony Gabriel Novais,+55 (061) 6415-4391,13576.0,91624.0,N,,N,,,,,Y,7c75fa69-9a18-4f5b-8242-4cbb2fd117b1
44.0,32.0,28.0,9999999999,2024-01-22,9999999988,2024-02-16,Non-Warranty,Completed,2024-01-22,2024-02-16,FBW-3R89,Ana Liz Azevedo,snascimento@example.org,Lavínia Peixoto,11 7125-4088,15224.0,13979.0,Y,94208dd0-081e-4945-b5c7-94387742a3dc,Y,010099da-c0ef-46ff-b40a-ad7affe48e18,,,,Y,f4ab7881-d84a-4e4e-b954-acd4f529674b
45.0,30.0,108.0,9999999999,2024-07-02,9999999988,2024-07-10,Warranty,In Progress,2024-07-02,2024-07-10,ABM-3R07,Antônio Peixoto,tda-mota@example.com,Nina da Costa,(021) 3951-1971,34188.0,62465.0,Y,a7c3b278-f09d-45bf-a14c-c3b60884c441,Y,3afbc334-4153-4a81-8c93-d3da33a37145,,,,Y,9931d2dd-cc34-4d90-9358-794cdc65ee36
46.0,36.0,89.0,9999999999,2024-01-23,9999999988,2024-02-09,Warranty,Completed,2024-01-23,2024-02-09,AMY-4P69,Rael Câmara,vieiraarthur-gabriel@example.com,Eduardo Freitas,(071) 0714 7981,48890.0,80166.0,Y,18fba545-5ddc-4681-b3dd-1a5b14c4d072,Y,dbc9c94e-999f-41dc-9799-c93d4ba09a48,,,,N,
47.0,21.0,93.0,9999999999,2024-07-04,9999999988,2024-07-07,Warranty,Completed,2024-07-04,2024-07-07,VVY-9S37,Breno Aparecida,jose-miguel91@example.org,Otto da Paz,11 4519 8805,42467.0,72036.0,Y,9c330441-0afb-402c-a4e7-419b2d470761,N,,,,,Y,c0324934-1b5d-4b8c-98d0-63bbd257d19a
48.0,9.0,30.0,9999999999,2024-05-31,9999999988,2024-06-12,Non-Warranty,Completed,2024-05-31,2024-06-12,GZO-0T40,Benjamin Barbosa,rodrigocamargo@example.com,Rafael Costa,71 8540 7829,25759.0,68055.0,Y,1c16a7c8-7486-4c77-938c-6f035ea2f510,N,,,,,Y,c1c423fc-88db-447f-a4af-fb5df8c180ce
49.0,29.0,36.0,9999999999,2024-05-08,9999999988,2024-07-18,Warranty,In Progress,2024-05-08,2024-07-18,BJD-1W78,Levi Gomes,nicolas24@example.net,Calebe Marques,+55 (031) 9722 8823,34984.0,96113.0,N,,N,,,,,N,
50.0,20.0,27.0,9999999999,2024-05-25,9999999988,2024-07-07,Non-Warranty,Pending,2024-05-25,2024-07-07,EJE-0B00,Dr. Mathias Duarte,miguelsilva@example.org,Isabelly Campos,+55 (021) 6812-9686,14505.0,76506.0,Y,6ce1136a-6ad0-48c1-a66e-22e0678f2445,Y,d6137294-dcde-48c5-b4d3-65da0e190634,,,,N,
51.0,34.0,90.0,9999999999,2024-03-02,9999999988,2024-07-10,Non-Warranty,Completed,2024-03-02,2024-07-10,BUK-1S00,Clara Araújo,sampaiostephany@example.net,Luan Araújo,+55 (031) 1688-9975,6930.0,53526.0,Y,c309492d-7755-4962-9f3f-ef178920140e,N,,,,,N,
52.0,17.0,78.0,9999999999,2024-04-28,9999999988,2024-05-07,Non-Warranty,In Progress,2024-04-28,2024-05-07,YJS-3D80,Sra. Ana Carolina Cardoso,novaisana-vitoria@example.com,Sarah Almeida,+55 61 2372-1303,2575.0,98923.0,N,,N,,,,,Y,581d96d4-4eec-4947-86b1-80054d96bce4
53.0,15.0,57.0,9999999999,2024-07-20,9999999988,2024-07-20,Non-Warranty,In Progress,2024-07-20,2024-07-20,KIX-4C29,Maria Sophia Marques,aurora02@example.net,Mariana Correia,+55 (031) 3150-5653,49461.0,14228.0,N,,Y,49db09e9-ad6c-4d80-b83f-4b85e86dcfde,,,,N,
54.0,33.0,108.0,9999999999,2024-05-12,9999999988,2024-06-10,Warranty,Pending,2024-05-12,2024-06-10,HDV-9I02,Kaique Vasconcelos,yagomarques@example.com,Benjamin Fonseca,+55 (061) 5640 4957,22773.0,29686.0,Y,14901528-0392-44f0-b340-5bba857c8d8c,Y,3b6ecd1c-566f-4a3a-8933-0acdbde8f516,,,,Y,14992151-9e16-4f1d-9366-03f118e270e4
55.0,44.0,101.0,9999999999,2024-03-13,9999999988,2024-04-20,Warranty,Completed,2024-03-13,2024-04-20,AID-7Q27,Guilherme Porto,yuripeixoto@example.net,Eloah Vieira,(011) 0838 8196,5603.0,2059.0,Y,09f5db4b-f48d-46b5-8dc9-0587b0131bd4,Y,9ce19260-f372-424d-8e06-2ebf8729b095,,,,N,
56.0,47.0,51.0,9999999999,2024-01-09,9999999988,2024-01-20,Warranty,In Progress,2024-01-09,2024-01-20,WPH-6H81,Nathan Cunha,novaisleticia@example.org,Gustavo Henrique Correia,0800 195 2932,3792.0,32705.0,Y,475d03ed-73f0-4fca-9f10-6fac369cb1bf,Y,629fe886-efb7-4670-9e7b-2eb340b9801d,,,,N,
57.0,29.0,108.0,9999999999,2024-02-23,9999999988,2024-06-01,Warranty,Pending,2024-02-23,2024-06-01,IFB-5H48,Maria Vitória Azevedo,cassianomatteo@example.com,Ana Julia da Conceição,61 3424-0660,12010.0,75208.0,N,,Y,12517eda-ad23-41ce-8e20-6dce6f83bdc7,,,,Y,c7b9a0fc-0d69-4427-9d6a-283fb2ce074a
58.0,34.0,97.0,9999999999,2024-07-17,9999999988,2024-07-18,Non-Warranty,Completed,2024-07-17,2024-07-18,GKH-0Z09,Dante Rezende,davi-lucasmendonca@example.org,Nicole Gonçalves,(081) 9256 8153,14759.0,78207.0,N,,N,,,,,Y,56545a57-b8f8-4b90-8982-945e82362c4f
59.0,25.0,109.0,9999999999,2024-02-14,9999999988,2024-06-02,Warranty,Completed,2024-02-14,2024-06-02,MKR-2K61,José Pedro Mendonça,fogacacarlos-eduardo@example.org,Srta. Nicole Rocha,+55 51 6806 0993,24670.0,67922.0,Y,be874056-648f-416f-8a21-cf06ab950d17,N,,,,,N,
60.0,15.0,82.0,9999999999,2024-02-14,9999999988,2024-05-14,Warranty,In Progress,2024-02-14,2024-05-14,VUB-1I50,Bella Brito,labreu@example.com,Luiz Miguel da Rosa,(011) 2356-8226,20842.0,83602.0,Y,4fa517b2-8423-4bd3-9f83-5a32463c7298,N,,,,,N,
61.0,48.0,40.0,9999999999,2024-01-30,9999999988,2024-02-18,Warranty,Pending,2024-01-30,2024-02-18,ABT-5F16,Diego Fogaça,leosilva@example.net,Maria Clara Borges,+55 81 0952-6376,37086.0,60272.0,N,,Y,15800574-5673-4571-9e35-6841cf742b48,,,,Y,aa1990f6-2d01-4ea4-8738-a8c058127130
62.0,40.0,116.0,9999999999,2024-05-13,9999999988,2024-07-20,Non-Warranty,In Progress,2024-05-13,2024-07-20,BEQ-1Y28,Dra. Amanda Moura,cavalcantiandre@example.com,Sra. Caroline Campos,(061) 3301 6263,1579.0,12393.0,N,,N,,,,,N,
63.0,1.0,66.0,9999999999,2024-04-10,9999999988,2024-05-22,Non-Warranty,Pending,2024-04-10,2024-05-22,OGM-4O69,Maria Isis Pimenta,isis85@example.net,João Pedro da Cunha,61 4106-8372,6351.0,88484.0,N,,N,,,,,Y,4cc03818-65a2-44de-bce3-ebfa2d8c218a
64.0,25.0,60.0,9999999999,2024-04-06,9999999988,2024-04-28,Non-Warranty,Completed,2024-04-06,2024-04-28,QSC-3W04,Eduarda Nunes,peixotoyago@example.org,Calebe Montenegro,+55 51 8832 2843,35766.0,75336.0,N,,Y,9480e88a-659e-45d6-b317-96a9f405f811,,,,Y,9e957d48-9fb4-47a5-8c0f-7d6a09df839b
65.0,18.0,40.0,9999999999,2024-04-20,9999999988,2024-06-26,Non-Warranty,Completed,2024-04-20,2024-06-26,YMG-9L29,Luísa Carvalho,duarteandre@example.net,Rhavi Silveira,71 7948-0927,8867.0,92714.0,N,,Y,0c96cc01-69bc-46d3-8e4f-f74b2f890525,,,,N,
66.0,32.0,47.0,9999999999,2024-04-30,9999999988,2024-05-05,Warranty,Completed,2024-04-30,2024-05-05,XED-4M21,Melissa Farias,joao-pedropeixoto@example.com,Sr. Rael Aragão,+55 (011) 1207-7468,39768.0,48259.0,N,,N,,,,,N,
67.0,15.0,116.0,9999999999,2024-05-18,9999999988,2024-07-17,Non-Warranty,Completed,2024-05-18,2024-07-17,QVN-6B73,Sra. Sophie Fogaça,lizmontenegro@example.com,Henry Gabriel Martins,0900-475-8248,5642.0,47250.0,N,,N,,,,,Y,c51d3252-194b-44e0-8c13-19fc3fbd0d61
68.0,45.0,86.0,9999999999,2024-01-28,9999999988,2024-06-06,Non-Warranty,Pending,2024-01-28,2024-06-06,CUI-3C81,Evelyn Vieira,da-rosavitor@example.net,Thomas Costa,(061) 8090-0386,19411.0,20053.0,Y,5f0f24bb-9e7d-4807-a4a5-9c38e7ca7caf,N,,,,,Y,7743ba0f-7fb4-4504-9370-882fb39434c4
69.0,2.0,117.0,9999999999,2024-03-31,9999999988,2024-07-18,Warranty,Pending,2024-03-31,2024-07-18,QOX-3Z70,Sr. Luiz Felipe Azevedo,barbosaleonardo@example.net,João Miguel Correia,21 3840 7076,16051.0,35120.0,Y,78dc713c-0036-49d5-afc0-b0304b67699c,N,,,,,N,
70.0,49.0,106.0,9999999999,2024-04-26,9999999988,2024-07-18,Warranty,Pending,2024-04-26,2024-07-18,EQD-5G42,Ryan Moura,acostela@example.com,Isadora Cunha,+55 51 7807 5976,16849.0,9818.0,N,,N,,,,,Y,f15a0787-66e7-47c8-af3f-e8917465cbce
71.0,28.0,24.0,9999999999,2024-05-05,9999999988,2024-06-03,Warranty,Completed,2024-05-05,2024-06-03,APN-3T39,Enzo Gabriel Rios,pereiradante@example.com,Enzo Nascimento,+55 61 1698 5784,27802.0,74409.0,N,,Y,16ed6977-82e4-4fe9-b666-bc9604a1c6c6,,,,N,
72.0,36.0,27.0,9999999999,2024-05-31,9999999988,2024-06-20,Non-Warranty,Pending,2024-05-31,2024-06-20,LIV-4U36,Júlia Aparecida,xalves@example.com,Maria Isis Siqueira,(011) 7647 2113,14091.0,24116.0,Y,6eac60d8-ac89-45c8-a06f-1898fd154100,N,,,,,Y,2a5f46d1-fb56-4d0d-b550-7f6fb736e767
73.0,15.0,33.0,9999999999,2024-02-23,9999999988,2024-06-27,Warranty,Completed,2024-02-23,2024-06-27,OVE-1E51,Gael Pimenta,isaque49@example.org,Pedro Henrique Andrade,(021) 3872-9541,48510.0,56719.0,Y,670d5ec6-b8fb-40cb-9029-e953f6f4658e,N,,,,,N,
74.0,10.0,120.0,9999999999,2024-05-31,9999999988,2024-06-03,Non-Warranty,Completed,2024-05-31,2024-06-03,FTZ-7A62,Maitê Macedo,kaique59@example.org,Kevin Garcia,+55 84 7954-5838,40024.0,30460.0,N,,N,,,,,N,
75.0,35.0,44.0,9999999999,2024-02-03,9999999988,2024-03-04,Non-Warranty,Pending,2024-02-03,2024-03-04,KHF-8J52,Sr. Pedro Campos,santospaulo@example.net,Sara Santos,41 2443 4378,7717.0,80687.0,N,,Y,c8a0beef-41d9-48ba-9e4c-80262e0cf718,,,,Y,31fbe1c2-6f14-4ea0-8aaf-f0fe6ddfa4a6
76.0,47.0,46.0,9999999999,2024-05-12,9999999988,2024-07-12,Non-Warranty,In Progress,2024-05-12,2024-07-12,BAQ-4F63,Igor Jesus,costalorena@example.org,Giovanna Duarte,21 0233 0388,15145.0,55801.0,N,,N,,,,,N,
77.0,42.0,90.0,9999999999,2024-04-21,9999999988,2024-06-12,Warranty,Completed,2024-04-21,2024-06-12,LNY-1Y94,Hellena Oliveira,cunhaluigi@example.net,Pedro Henrique Almeida,+55 (084) 3848 8177,7292.0,30702.0,N,,N,,,,,Y,d0fcf870-be25-4ef8-a183-b7c9e168bd10
78.0,21.0,108.0,9999999999,2024-06-20,9999999988,2024-06-25,Warranty,Pending,2024-06-20,2024-06-25,UWD-9H85,Sabrina Mendonça,paulo39@example.net,Brenda Gomes,+55 41 7853-6796,48692.0,57683.0,Y,23a1135e-ddeb-480a-8d63-29bae96bbb56,N,,,,,N,
79.0,10.0,114.0,9999999999,2024-06-18,9999999988,2024-06-23,Non-Warranty,In Progress,2024-06-18,2024-06-23,YBD-3G19,Luiz Felipe Aragão,fernandoazevedo@example.org,Benjamim Pereira,31 6731-1031,6287.0,2126.0,N,,Y,8eaa5606-f658-45ce-826a-44539692711c,,,,Y,ed2bbabf-55af-4d07-8e44-8f9082e9dfab
