DEALER_ORDER_ID,DEALER_ID,DEALER_ORDER_NO,CREATE_BY,CREATE_DATE,UPDATE_BY,UPDATE_DATE,REPAIR_TYPE,ORDER_STATUS,ORDER_CREATE_DATE,ORDER_LAST_BALANCE_DATE,VIN,CUST_NAME,CUST_EMAIL,DELIVERER,DELEVERER_MOBILE,POWER_MILEAGE,TOTAL_MILEAGE,CREATE_CLAIM_FLAG,CLAIM_NO,ACTIVITY_FLAG,ACTIVITY_CODE,TROUBLE_DESC,DELIVER_PROBLEM,CHECK_RESULT,IS_SECSTORE,SECSTORE_ID
19.0,41.0,76.0,9999999999,2024-01-21,9999999988,2024-02-13,Non-Warranty,Completed,2024-01-21,2024-02-13,AXN-7N35,Matheus Moreira,Matheus.Moreira@@gmail.com,Olívia Vargas,(021) 7247 9062,3242.0,34344.0,N,,Y,24a2a4e5-887b-4415-81c7-027eff1503a4,,,,N,
20.0,32.0,23.0,9999999999,2024-01-22,9999999988,2024-07-03,Non-Warranty,In Progress,2024-01-22,2024-07-03,VLQ-1A18,Arthur Costa,Arthur.Costa@@gmail.com,Daniel Pacheco,(061) 0141-2944,11937.0,55389.0,Y,420a7f3f-0f34-4a51-ac10-665fa81862fe,Y,d894524b-a4e0-43dc-b336-5aada084572d,,,,Y,020a08d8-fa4c-4d7d-a0c3-cda59b5af51d
21.0,42.0,95.0,9999999999,2024-06-23,9999999988,2024-06-25,Warranty,In Progress,2024-06-23,2024-06-25,BDN-7W94,Samuel da Costa,Samuel.da Costa@@yahoo.com.br,Miguel Azevedo,+55 81 3978-4325,19189.0,29861.0,N,,Y,9c8d18b2-4f9f-44e2-bec4-edfd1dd49b9c,,,,N,
22.0,12.0,116.0,9999999999,2024-02-13,9999999988,2024-02-18,Warranty,In Progress,2024-02-13,2024-02-18,KSJ-3S27,Vinícius da Costa,Vinícius.da Costa@@outlook.com,Sr. Luiz Henrique Duarte,(061) 3455 6371,12171.0,68462.0,N,,N,,,,,N,
23.0,25.0,111.0,9999999999,2024-07-10,9999999988,2024-07-15,Warranty,Pending,2024-07-10,2024-07-15,LMY-2D90,Isaque da Costa,Isaque.da Costa@@gmail.com,João Guilherme Sá,84 8993-1906,30022.0,43984.0,Y,c054cbd2-a441-4c1d-ab26-815d84364281,N,,,,,Y,9b6b6744-387f-4039-a19f-fdd8e356aee3
24.0,18.0,76.0,9999999999,2024-01-29,9999999988,2024-06-08,Non-Warranty,Pending,2024-01-29,2024-06-08,PPR-9P95,José da Cunha,José.da Cunha@@gmail.com,Mirella Andrade,+55 (084) 8398-8143,1348.0,9764.0,Y,d3dffc7c-5c12-4486-8411-43ba26c60251,N,,,,,Y,152388bf-159b-4d7b-beb2-2978c9c426dd
25.0,9.0,77.0,9999999999,2024-01-28,9999999988,2024-06-10,Warranty,Pending,2024-01-28,2024-06-10,OVR-0X15,Vitor Gabriel Costela,Vitor Gabriel.Costela@@gmail.com,Ian da Luz,+55 84 4842 0452,21829.0,64349.0,Y,0bb8515b-8689-49cb-b7ac-7b36284ba6bd,N,,,,,N,
26.0,37.0,74.0,9999999999,2024-06-12,9999999988,2024-07-14,Non-Warranty,Completed,2024-06-12,2024-07-14,LFS-3K17,Bryan da Cunha,Bryan.da Cunha@@gmail.com,Ravi Aparecida,+55 (031) 8053 3203,24499.0,68914.0,Y,53199884-7c65-458f-83b1-185e99bd21f5,Y,06d93748-48bc-4806-983d-713d74a56b2b,,,,Y,1b3eaa7f-27b9-4c33-b225-626d5f1752b6
27.0,29.0,49.0,9999999999,2024-06-21,9999999988,2024-06-30,Warranty,In Progress,2024-06-21,2024-06-30,HBF-0M80,Maria Clara Pimenta,Maria Clara.Pimenta@@outlook.com,Paulo Gomes,+55 21 6435 3015,10555.0,82071.0,Y,7256bbb3-b915-4524-be10-d83e86daaf3f,Y,859b7ebb-dc6f-4490-8505-e34dc9a0bfb4,,,,Y,8ad6fe6f-6857-4cad-979a-1d1f4a01e0e2
28.0,28.0,81.0,9999999999,2024-03-08,9999999988,2024-05-22,Warranty,Completed,2024-03-08,2024-05-22,KWR-4F87,Heloísa Aparecida,Heloísa.Aparecida@@gmail.com,Nicolas da Cruz,0800-804-6536,46096.0,16975.0,Y,886200ef-e9d1-4b4a-89bc-85bc2cd67024,N,,,,,Y,144acbc7-8385-4915-88b1-cba72207d876
29.0,40.0,65.0,9999999999,2024-07-03,9999999988,2024-07-04,Warranty,Pending,2024-07-03,2024-07-04,GIH-2L50,Thales Montenegro,Thales.Montenegro@@gmail.com,Agatha Nogueira,+55 31 9023 1712,31989.0,69087.0,Y,8403a9d5-b163-4e54-97c2-bb32a768da2a,N,,,,,N,
30.0,47.0,119.0,9999999999,2024-06-15,9999999988,2024-07-17,Non-Warranty,In Progress,2024-06-15,2024-07-17,ORO-0P25,Stephany Pires,Stephany.Pires@@outlook.com,Julia Cavalcante,+55 81 3523-2290,26169.0,25304.0,Y,73a80c10-1436-41e3-9d72-97c0dd8daa95,Y,29f7c063-a6c9-4b88-9b82-b4bb55274145,,,,N,
31.0,14.0,56.0,9999999999,2024-04-13,9999999988,2024-05-12,Non-Warranty,Completed,2024-04-13,2024-05-12,KUL-9Q83,Apollo Jesus,Apollo.Jesus@@yahoo.com.br,Sr. Caio Machado,+55 41 6502-6533,34466.0,7770.0,Y,866690a3-8fd2-4bd4-88e9-55c58251d69f,N,,,,,N,
32.0,13.0,113.0,9999999999,2024-02-05,9999999988,2024-06-26,Non-Warranty,Completed,2024-02-05,2024-06-26,XHP-5Z23,Cecília Carvalho,Cecília.Carvalho@@yahoo.com.br,Laura Cavalcante,(041) 7870-8547,14100.0,27239.0,N,,N,,,,,N,
33.0,30.0,98.0,9999999999,2024-04-14,9999999988,2024-06-27,Non-Warranty,Completed,2024-04-14,2024-06-27,JOU-3L36,Calebe Porto,Calebe.Porto@@gmail.com,Joana Duarte,+55 (011) 8950 4760,41137.0,21304.0,Y,d8e6524d-1b5a-4f20-8700-6fac5c29b1d4,Y,24175d6c-0d77-4d5c-ada2-f44843aa567f,,,,N,
34.0,47.0,104.0,9999999999,2024-05-27,9999999988,2024-07-17,Warranty,Pending,2024-05-27,2024-07-17,FVS-6X26,Ísis Gonçalves,Ísis.Gonçalves@uol.com.br,Luiza Azevedo,+55 (031) 1565-5762,34570.0,32825.0,N,,N,,,,,N,
35.0,33.0,86.0,9999999999,2024-03-12,9999999988,2024-06-22,Warranty,In Progress,2024-03-12,2024-06-22,BNW-2R13,Anthony das Neves,Anthony.das Neves@@yahoo.com.br,Sr. Nicolas da Costa,0900 463 1928,15413.0,34839.0,Y,a7e7684c-de7f-4387-8b42-9ccb67a26531,N,,,,,N,
36.0,45.0,66.0,9999999999,2024-04-09,9999999988,2024-05-01,Non-Warranty,In Progress,2024-04-09,2024-05-01,DKX-5C28,Alice Pires,Alice.Pires@@gmail.com,Stella da Luz,+55 81 8718-6408,30706.0,37610.0,N,,N,,,,,N,
37.0,12.0,41.0,9999999999,2024-01-02,9999999988,2024-04-16,Non-Warranty,In Progress,2024-01-02,2024-04-16,OTK-4N21,Júlia Pinto,Júlia.Pinto@@outlook.com,Maria Alice Vieira,(011) 2388 9585,6157.0,96386.0,Y,a9abf76b-9c2c-4ba3-aef1-b0280035c92e,N,,,,,N,
38.0,20.0,39.0,9999999999,2024-03-31,9999999988,2024-06-28,Warranty,In Progress,2024-03-31,2024-06-28,WIC-1T78,Heloisa da Rocha,Heloisa.da Rocha@@yahoo.com.br,Ayla Aparecida,+55 21 3577 4851,39379.0,53832.0,N,,N,,,,,Y,dd10be36-452f-440d-b1d3-af881e83bbd2
39.0,13.0,54.0,9999999999,2024-05-16,9999999988,2024-07-06,Non-Warranty,Completed,2024-05-16,2024-07-06,BUR-7Y08,Marcelo Rocha,Marcelo.Rocha@@gmail.com,Isis Silveira,81 5292 0713,27711.0,44029.0,N,,Y,d33536b2-4cb1-4583-b64d-6e5c9e8aa4a2,,,,N,
40.0,27.0,52.0,9999999999,2024-01-18,9999999988,2024-03-04,Warranty,Pending,2024-01-18,2024-03-04,DSI-4G16,Gabriel Ribeiro,Gabriel.Ribeiro@@outlook.com,Ravi Cirino,+55 (084) 3712 2863,22181.0,3812.0,N,,N,,,,,N,
41.0,26.0,83.0,9999999999,2024-02-15,9999999988,2024-06-29,Warranty,Completed,2024-02-15,2024-06-29,SGM-5Y13,Ana Vitória Andrade,Ana Vitória.Andrade@@yahoo.com.br,Srta. Raquel Gomes,(071) 3432 7380,22259.0,86999.0,Y,8fbb71a3-8a21-4b79-a1c5-d8d71a4c3ba3,Y,c9963913-6050-48f5-a865-57efe54bd3b8,,,,N,
42.0,3.0,34.0,9999999999,2024-07-09,9999999988,2024-07-17,Non-Warranty,Completed,2024-07-09,2024-07-17,NGD-3K72,Ana Lívia Monteiro,Ana Lívia.Monteiro@@gmail.com,Hellena Novaes,+55 21 6224 6776,9168.0,18945.0,Y,76a2e350-5f31-4171-888a-b7d7c844d116,N,,,,,Y,5c99e1c6-e446-4dbf-bc05-4f14e28e7f81
43.0,48.0,55.0,9999999999,2024-06-14,9999999988,2024-07-17,Warranty,Completed,2024-06-14,2024-07-17,DYX-1J55,Anna Liz Garcia,Anna Liz.Garcia@@gmail.com,Erick Cavalcante,(041) 2909 2374,9960.0,52997.0,N,,Y,3ec28dd1-edbe-4eb7-ac76-1156667568db,,,,Y,a6de56f2-6be8-4224-aca6-d15762cd1b08
44.0,34.0,115.0,9999999999,2024-03-01,9999999988,2024-03-12,Warranty,In Progress,2024-03-01,2024-03-12,DBB-0I83,Paulo da Luz,Paulo.da Luz@@gmail.com,Dante Camargo,+55 (081) 3614-9964,21994.0,66073.0,Y,f08f3739-1f67-4253-91b5-c8d5eeaf09bb,Y,dbecec38-0e4b-49a7-a6c0-6fa92530a97a,,,,Y,9dcfae1a-6ee0-44db-a100-eb3123f14b79
45.0,10.0,30.0,9999999999,2024-01-11,9999999988,2024-01-30,Non-Warranty,Completed,2024-01-11,2024-01-30,LXJ-5I21,Raquel da Conceição,Raquel.da Conceição@@outlook.com,Maria Isis Costela,84 8740-9325,18886.0,49576.0,N,,N,,,,,Y,61f2bcc8-7d32-45df-b896-e89ec4d0dc71
46.0,36.0,26.0,9999999999,2024-06-21,9999999988,2024-07-16,Non-Warranty,Pending,2024-06-21,2024-07-16,JBH-3E87,Alexia Gonçalves,Alexia.Gonçalves@@outlook.com,Brayan Mendonça,+55 31 9424-1612,41627.0,26806.0,Y,a63a0ff1-c674-4fe3-b077-748430e3189d,N,,,,,Y,aaa42cb6-ae06-4623-a323-a7fd5b95747b
47.0,48.0,103.0,9999999999,2024-04-05,9999999988,2024-06-07,Warranty,Pending,2024-04-05,2024-06-07,HAS-6I18,Kaique Brito,Kaique.Brito@@gmail.com,Antony Marques,(071) 8298-7250,16439.0,71357.0,Y,347b9557-367e-4421-baf4-a911435004e1,N,,,,,Y,a8bc56f5-4602-4222-9d47-e217981637a4
48.0,6.0,89.0,9999999999,2024-04-16,9999999988,2024-04-20,Non-Warranty,In Progress,2024-04-16,2024-04-20,IQX-4Q41,Lívia Rios,Lívia.Rios@@yahoo.com.br,Arthur Lima,+55 (061) 1123-2557,35169.0,23241.0,N,,Y,5e84b49c-edca-487c-8f8c-58631e3a695d,,,,N,
49.0,50.0,59.0,9999999999,2024-01-19,9999999988,2024-06-17,Warranty,In Progress,2024-01-19,2024-06-17,TIZ-8M07,Otávio Vasconcelos,Otávio.Vasconcelos@uol.com.br,Mariah Martins,0500 079 2128,46120.0,67982.0,N,,Y,2abdc900-6696-4e7a-81ca-a6684c77cd0c,,,,Y,3c2bdbd2-05ba-44b1-bc5e-4b0a1a40bb71
50.0,22.0,76.0,9999999999,2024-07-02,9999999988,2024-07-22,Warranty,Completed,2024-07-02,2024-07-22,QCX-5B55,Juliana Cavalcante,Juliana.Cavalcante@@gmail.com,Léo Pires,+55 61 4010 1869,44670.0,1590.0,N,,N,,,,,N,
51.0,23.0,45.0,9999999999,2024-02-07,9999999988,2024-05-01,Warranty,Completed,2024-02-07,2024-05-01,BME-8G18,Kaique Cardoso,Kaique.Cardoso@uol.com.br,Luiz Gustavo Campos,(021) 8938-7355,8588.0,96194.0,Y,dbb15d02-5c62-4df1-b059-c181070acc77,Y,fe7ae021-bfb4-4080-83e4-3083bedcf44a,,,,N,
52.0,8.0,24.0,9999999999,2024-02-16,9999999988,2024-04-27,Warranty,Pending,2024-02-16,2024-04-27,WOF-3U82,Diogo Nogueira,Diogo.Nogueira@@outlook.com,Evelyn Cavalcanti,(011) 7125-4450,8841.0,5164.0,N,,N,,,,,N,
53.0,27.0,73.0,9999999999,2024-07-03,9999999988,2024-07-07,Warranty,In Progress,2024-07-03,2024-07-07,FPQ-9H81,Erick Gomes,Erick.Gomes@uol.com.br,Rodrigo Câmara,+55 (021) 6340 0106,6738.0,64683.0,Y,81a7a2e9-eb0b-4841-8d85-a86fa992c40b,Y,aeec948c-2c21-4c46-9b1a-676e3d3b4fb1,,,,N,
54.0,48.0,29.0,9999999999,2024-01-15,9999999988,2024-02-17,Non-Warranty,In Progress,2024-01-15,2024-02-17,SGG-7V07,Pedro Miguel Mendes,Pedro Miguel.Mendes@@outlook.com,Paulo Silva,+55 (084) 6164-4012,42421.0,66084.0,Y,2bcecfe4-6ff5-4fae-8e3c-64a27f7899e0,Y,d51b0bc0-0f30-491c-b011-ca9f90641c5c,,,,N,
55.0,14.0,98.0,9999999999,2024-04-17,9999999988,2024-04-17,Warranty,In Progress,2024-04-17,2024-04-17,RDP-2Z35,Hellena Peixoto,Hellena.Peixoto@@gmail.com,Maria Helena Pimenta,+55 41 9059-0472,7423.0,31420.0,Y,bcd2f651-51fe-47bc-b5d9-9f5d6d593f59,N,,,,,Y,0c4a0355-0327-43a1-8830-51e9e57417bc
56.0,33.0,29.0,9999999999,2024-02-02,9999999988,2024-07-14,Non-Warranty,Pending,2024-02-02,2024-07-14,SHU-8Q20,Aylla Andrade,Aylla.Andrade@uol.com.br,Ana Cecília Fogaça,+55 (011) 1758 8877,25274.0,9436.0,Y,076700ad-b27a-45f0-a2dd-b322446bc084,N,,,,,N,
57.0,4.0,22.0,9999999999,2024-04-14,9999999988,2024-07-08,Non-Warranty,Pending,2024-04-14,2024-07-08,VDE-2Z27,Vitor Mendes,Vitor.Mendes@@outlook.com,Stella Borges,+55 (041) 5826-8680,42604.0,68747.0,N,,N,,,,,N,
58.0,46.0,94.0,9999999999,2024-06-04,9999999988,2024-06-07,Non-Warranty,In Progress,2024-06-04,2024-06-07,TAO-5I67,Carlos Eduardo Nascimento,Carlos Eduardo.Nascimento@@yahoo.com.br,Henrique Freitas,+55 (051) 9695-5789,7382.0,70217.0,N,,Y,b6ffbcc5-957b-451b-9103-dcdba88515c5,,,,Y,14deb981-52ff-4281-bcb5-59c6b39df014
59.0,44.0,119.0,9999999999,2024-06-19,9999999988,2024-07-11,Non-Warranty,In Progress,2024-06-19,2024-07-11,LTN-2S92,Natália Pimenta,Natália.Pimenta@@yahoo.com.br,João Guilherme da Rocha,81 4418 4019,13937.0,99022.0,Y,8f1c17bf-f8ad-4185-9ce9-354607b5125e,N,,,,,Y,15f5447a-23c9-48ba-a921-70767b410584
60.0,42.0,112.0,9999999999,2024-03-14,9999999988,2024-04-26,Non-Warranty,Completed,2024-03-14,2024-04-26,KZO-5P84,Sara Vargas,Sara.Vargas@@gmail.com,João Vitor Abreu,(084) 2659-3082,49345.0,80959.0,N,,Y,6ddaaf58-2dad-4501-b9e1-8c868d782cff,,,,Y,7d272b0e-8ffb-415d-9d09-38c2432e741c
61.0,46.0,83.0,9999999999,2024-01-26,9999999988,2024-07-04,Non-Warranty,Pending,2024-01-26,2024-07-04,WRI-4K84,Ana Julia Garcia,Ana Julia.Garcia@@yahoo.com.br,Otávio Silveira,+55 71 6058-3904,30045.0,9969.0,Y,eb1025ea-2b21-4e51-adeb-7d5beb442c7b,N,,,,,Y,753976dc-c9b1-490f-89c7-8ca8ffc41314
62.0,38.0,42.0,9999999999,2024-05-03,9999999988,2024-05-22,Non-Warranty,In Progress,2024-05-03,2024-05-22,RDI-4R97,Maria Luiza Garcia,Maria Luiza.Garcia@@yahoo.com.br,Ravy Borges,+55 (031) 8310 1009,17810.0,54792.0,N,,Y,74da3454-9f7b-4d05-bfe5-d1d6b0e5bef7,,,,N,
63.0,50.0,110.0,9999999999,2024-01-22,9999999988,2024-04-26,Warranty,Pending,2024-01-22,2024-04-26,EIY-3C31,Luna Souza,Luna.Souza@@gmail.com,Fernanda Carvalho,+55 61 0009-9245,27984.0,6159.0,Y,9016290a-0fc6-4e32-9a0f-a1490abee2da,Y,32fb8f81-543d-4c76-b744-6212cf2184ef,,,,N,
64.0,34.0,61.0,9999999999,2024-07-22,9999999988,2024-07-22,Warranty,In Progress,2024-07-22,2024-07-22,FJP-5X00,Nathan Borges,Nathan.Borges@@gmail.com,Fernanda Novaes,+55 31 3933 2677,26680.0,17096.0,N,,Y,f04375bf-4890-4751-ac26-7a609d499925,,,,Y,6da049ea-0de6-4292-8053-c9d693cb70a1
65.0,35.0,88.0,9999999999,2024-06-16,9999999988,2024-07-09,Warranty,Pending,2024-06-16,2024-07-09,CTK-9I06,Levi Almeida,Levi.Almeida@@gmail.com,Dr. Emanuel Ramos,+55 (051) 4157-7105,21644.0,58416.0,Y,8d3af8cd-cbad-4603-8c47-ba06b88c40e2,N,,,,,Y,c690e5e5-831f-4a29-b027-8deb4d129a1f
66.0,21.0,23.0,9999999999,2024-07-01,9999999988,2024-07-06,Non-Warranty,Completed,2024-07-01,2024-07-06,RUM-5D88,Joana Costela,Joana.Costela@@yahoo.com.br,Dra. Emilly Costela,0900 958 0244,39939.0,36996.0,Y,de3959c0-3f07-445f-a9b2-2f6c415810ec,N,,,,,N,
67.0,29.0,97.0,9999999999,2024-07-08,9999999988,2024-07-13,Non-Warranty,Pending,2024-07-08,2024-07-13,VQD-5F86,João Pedro Sá,João Pedro.Sá@@gmail.com,Rafael Machado,(051) 0879 0410,16561.0,78479.0,N,,N,,,,,Y,a01ae395-a051-4c18-82b0-f74ac341d2fd
68.0,21.0,108.0,9999999999,2024-04-11,9999999988,2024-07-03,Warranty,Pending,2024-04-11,2024-07-03,FTO-8L88,Maria Helena Peixoto,Maria Helena.Peixoto@@gmail.com,Ravy Brito,+55 41 1998-2101,23173.0,58625.0,Y,76db2e9b-4285-49d2-99a1-00135e00953c,Y,cf93fafa-c2e0-4e5c-8fde-786802e6cb3a,,,,N,
69.0,26.0,38.0,9999999999,2024-04-16,9999999988,2024-05-10,Non-Warranty,In Progress,2024-04-16,2024-05-10,JQT-1A59,Luna da Costa,Luna.da Costa@@outlook.com,Dra. Olívia da Rosa,+55 (041) 5438-7742,21454.0,28200.0,Y,0718774d-692e-4896-a4aa-e482229b95ff,N,,,,,N,
70.0,45.0,101.0,9999999999,2024-06-28,9999999988,2024-07-08,Warranty,Pending,2024-06-28,2024-07-08,PCW-5X50,Kevin Barbosa,Kevin.Barbosa@@gmail.com,Thomas Cunha,(011) 8485 2320,42555.0,75985.0,Y,d1f65fa2-ea67-4b89-824d-6e45335ee966,Y,2fb3253f-f1f1-4654-a914-3eb2569a09d9,,,,N,
71.0,7.0,88.0,9999999999,2024-03-14,9999999988,2024-03-16,Warranty,Completed,2024-03-14,2024-03-16,IWC-2O78,Thomas Rocha,Thomas.Rocha@@gmail.com,Sra. Clara Silva,(011) 7854-5701,38271.0,4213.0,N,,N,,,,,Y,4eb7ba22-2214-4763-b089-f2e794690222
72.0,30.0,23.0,9999999999,2024-07-19,9999999988,2024-07-21,Non-Warranty,Completed,2024-07-19,2024-07-21,YYN-3A04,Lara Moraes,Lara.Moraes@@gmail.com,Pedro Miguel Dias,21 0521 9406,14374.0,51318.0,Y,7fcc4323-2d68-4b13-b15c-425f9c112964,N,,,,,Y,d8a9fa53-9107-4427-8df6-55a923f5cd8c
73.0,10.0,25.0,9999999999,2024-07-15,9999999988,2024-07-17,Non-Warranty,Completed,2024-07-15,2024-07-17,RSI-3T10,Luigi Cardoso,Luigi.Cardoso@uol.com.br,Erick Garcia,0300 743 3490,43694.0,36764.0,N,,Y,af321e8b-dcce-4ea9-9bbe-871ceec8a436,,,,N,
74.0,33.0,67.0,9999999999,2024-05-11,9999999988,2024-06-14,Warranty,Pending,2024-05-11,2024-06-14,NUS-0T74,Maria Julia Albuquerque,Maria Julia.Albuquerque@@gmail.com,Davi Lucas Pimenta,+55 61 2466-3303,460.0,55762.0,Y,249f58b0-c1de-45b7-8a1b-5ffa6e3479d2,Y,9ef4b5d4-0885-46c1-8534-9e10febdb039,,,,N,
